timestamp,planta,fase,luminosidade,temp_ar,umid_ar,temp_solo,umid_solo,aquecedor_estado,aquecedor_motivo,ventoinha_estado,ventoinha_motivo,luminaria_estado,luminaria_motivo,bomba_estado,bomba_motivo
2025-09-07T17:35:18.469172,Standby,Standby,0.0,19.2,75.8,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:35:48.755128,Standby,Standby,0.0,19.2,75.8,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:36:19.053537,Standby,Standby,0.0,19.1,75.9,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:36:49.445324,Standby,Standby,0.0,19.1,75.9,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:37:19.866334,Standby,Standby,0.0,19.1,75.9,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:37:50.195729,Standby,Standby,0.0,19.1,75.9,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:38:20.467046,Standby,Standby,0.0,19.1,76.0,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:38:50.879688,Standby,Standby,0.0,19.1,76.0,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:39:21.146910,Standby,Standby,0.0,19.1,76.0,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:39:51.520209,Standby,Standby,0.0,19.1,76.2,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:40:21.795517,Standby,Standby,0.0,19.1,76.1,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:40:52.073164,Standby,Standby,0.0,19.1,76.2,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:41:22.337071,Standby,Standby,0.0,19.1,76.2,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:41:52.961428,Standby,Standby,0.0,19.1,76.2,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:42:23.337286,Standby,Standby,0.0,19.1,76.2,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:42:53.605575,Standby,Standby,0.0,19.1,76.2,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:43:23.875802,Standby,Standby,0.0,19.1,76.3,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:43:54.169933,Standby,Standby,0.0,19.1,76.2,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:44:24.429969,Standby,Standby,0.0,19.0,76.3,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:44:54.709608,Standby,Standby,0.0,19.1,76.3,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:45:25.062510,Standby,Standby,0.0,19.0,76.3,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:45:55.323411,Standby,Standby,0.0,19.0,76.4,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:46:25.589757,Standby,Standby,0.0,,,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:46:55.855219,Standby,Standby,0.0,19.0,76.4,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:47:26.115764,Standby,Standby,0.0,19.0,76.5,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:47:56.395798,Standby,Standby,0.0,19.0,76.5,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:48:26.679351,Standby,Standby,0.0,,,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:48:56.959013,Standby,Standby,0.0,19.0,76.6,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:49:27.250092,Standby,Standby,0.0,19.0,76.7,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:49:57.509099,Standby,Standby,0.0,,,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:50:28.580285,Standby,Standby,0.0,19.0,76.8,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:50:58.870751,Standby,Standby,0.0,19.0,76.8,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:51:29.158540,Standby,Standby,0.0,19.0,76.8,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:51:59.427862,Standby,Standby,0.0,19.0,77.0,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:52:29.702892,Standby,Standby,0.0,19.0,77.0,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:52:59.970323,Standby,Standby,0.0,19.0,77.0,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
